"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"4715","Male","2011","Waterford County","New Zealand",24
"4716","Female","2011","Waterford County","New Zealand",18
"4717","Both sexes","2011","Connacht","New Zealand",223
"4718","Male","2011","Connacht","New Zealand",122
"4719","Female","2011","Connacht","New Zealand",101
"4720","Both sexes","2011","Galway","New Zealand",117
"4721","Male","2011","Galway","New Zealand",59
"4722","Female","2011","Galway","New Zealand",58
"4723","Both sexes","2011","Galway City","New Zealand",45
"4724","Male","2011","Galway City","New Zealand",21
"4725","Female","2011","Galway City","New Zealand",24
"4726","Both sexes","2011","Galway County","New Zealand",72
"4727","Male","2011","Galway County","New Zealand",38
"4728","Female","2011","Galway County","New Zealand",34
"4729","Both sexes","2011","Leitrim","New Zealand",13
"4730","Male","2011","Leitrim","New Zealand",7
"4731","Female","2011","Leitrim","New Zealand",6
"4732","Both sexes","2011","Mayo","New Zealand",42
"4733","Male","2011","Mayo","New Zealand",25
"4734","Female","2011","Mayo","New Zealand",17
"4735","Both sexes","2011","Roscommon","New Zealand",15
"4736","Male","2011","Roscommon","New Zealand",8
"4737","Female","2011","Roscommon","New Zealand",7
"4738","Both sexes","2011","Sligo","New Zealand",36
"4739","Male","2011","Sligo","New Zealand",23
"4740","Female","2011","Sligo","New Zealand",13
"4741","Both sexes","2011","Ulster (part of)","New Zealand",69
"4742","Male","2011","Ulster (part of)","New Zealand",35
"4743","Female","2011","Ulster (part of)","New Zealand",34
"4744","Both sexes","2011","Cavan","New Zealand",22
"4745","Male","2011","Cavan","New Zealand",12
"4746","Female","2011","Cavan","New Zealand",10
"4747","Both sexes","2011","Donegal","New Zealand",42
"4748","Male","2011","Donegal","New Zealand",22
"4749","Female","2011","Donegal","New Zealand",20
"4750","Both sexes","2011","Monaghan","New Zealand",5
"4751","Male","2011","Monaghan","New Zealand",1
"4752","Female","2011","Monaghan","New Zealand",4
"4753","Both sexes","2011","State","Philippines",13833
"4754","Male","2011","State","Philippines",5797
"4755","Female","2011","State","Philippines",8036
"4756","Both sexes","2011","Leinster","Philippines",10749
"4757","Male","2011","Leinster","Philippines",4564
"4758","Female","2011","Leinster","Philippines",6185
"4759","Both sexes","2011","Carlow","Philippines",49
"4760","Male","2011","Carlow","Philippines",18
"4761","Female","2011","Carlow","Philippines",31
"4762","Both sexes","2011","Dublin","Philippines",8001
"4763","Male","2011","Dublin","Philippines",3379
"4764","Female","2011","Dublin","Philippines",4622
"4765","Both sexes","2011","Dublin City","Philippines",3589
"4766","Male","2011","Dublin City","Philippines",1495
"4767","Female","2011","Dublin City","Philippines",2094
"4768","Both sexes","2011","Dún Laoghaire-Rathdown","Philippines",1315
"4769","Male","2011","Dún Laoghaire-Rathdown","Philippines",541
"4770","Female","2011","Dún Laoghaire-Rathdown","Philippines",774
"4771","Both sexes","2011","Fingal","Philippines",1759
"4772","Male","2011","Fingal","Philippines",770
"4773","Female","2011","Fingal","Philippines",989
"4774","Both sexes","2011","South Dublin","Philippines",1338
"4775","Male","2011","South Dublin","Philippines",573
"4776","Female","2011","South Dublin","Philippines",765
"4777","Both sexes","2011","Kildare","Philippines",1004
"4778","Male","2011","Kildare","Philippines",449
"4779","Female","2011","Kildare","Philippines",555
"4780","Both sexes","2011","Kilkenny","Philippines",151
"4781","Male","2011","Kilkenny","Philippines",58
"4782","Female","2011","Kilkenny","Philippines",93
"4783","Both sexes","2011","Laois","Philippines",80
"4784","Male","2011","Laois","Philippines",31
"4785","Female","2011","Laois","Philippines",49
"4786","Both sexes","2011","Longford","Philippines",26
"4787","Male","2011","Longford","Philippines",9
"4788","Female","2011","Longford","Philippines",17
"4789","Both sexes","2011","Louth","Philippines",246
"4790","Male","2011","Louth","Philippines",104
"4791","Female","2011","Louth","Philippines",142
"4792","Both sexes","2011","Meath","Philippines",312
"4793","Male","2011","Meath","Philippines",138
"4794","Female","2011","Meath","Philippines",174
"4795","Both sexes","2011","Offaly","Philippines",66
"4796","Male","2011","Offaly","Philippines",22
"4797","Female","2011","Offaly","Philippines",44
"4798","Both sexes","2011","Westmeath","Philippines",143
"4799","Male","2011","Westmeath","Philippines",56
"4800","Female","2011","Westmeath","Philippines",87
"4801","Both sexes","2011","Wexford","Philippines",98
"4802","Male","2011","Wexford","Philippines",37
"4803","Female","2011","Wexford","Philippines",61
"4804","Both sexes","2011","Wicklow","Philippines",573
"4805","Male","2011","Wicklow","Philippines",263
"4806","Female","2011","Wicklow","Philippines",310
"4807","Both sexes","2011","Munster","Philippines",1913
"4808","Male","2011","Munster","Philippines",772
"4809","Female","2011","Munster","Philippines",1141
"4810","Both sexes","2011","Clare","Philippines",260
"4811","Male","2011","Clare","Philippines",103
"4812","Female","2011","Clare","Philippines",157
"4813","Both sexes","2011","Cork","Philippines",864
"4814","Male","2011","Cork","Philippines",358
"4815","Female","2011","Cork","Philippines",506
"4816","Both sexes","2011","Cork City","Philippines",387
"4817","Male","2011","Cork City","Philippines",188
"4818","Female","2011","Cork City","Philippines",199
"4819","Both sexes","2011","Cork County","Philippines",477
"4820","Male","2011","Cork County","Philippines",170
"4821","Female","2011","Cork County","Philippines",307
"4822","Both sexes","2011","Kerry","Philippines",178
"4823","Male","2011","Kerry","Philippines",67
"4824","Female","2011","Kerry","Philippines",111
"4825","Both sexes","2011","Limerick","Philippines",345
"4826","Male","2011","Limerick","Philippines",137
"4827","Female","2011","Limerick","Philippines",208
"4828","Both sexes","2011","Limerick City","Philippines",107
"4829","Male","2011","Limerick City","Philippines",49
"4830","Female","2011","Limerick City","Philippines",58
"4831","Both sexes","2011","Limerick County","Philippines",238
"4832","Male","2011","Limerick County","Philippines",88
"4833","Female","2011","Limerick County","Philippines",150
"4834","Both sexes","2011","North Tipperary","Philippines",78
"4835","Male","2011","North Tipperary","Philippines",37
"4836","Female","2011","North Tipperary","Philippines",41
"4837","Both sexes","2011","South Tipperary","Philippines",65
"4838","Male","2011","South Tipperary","Philippines",22
"4839","Female","2011","South Tipperary","Philippines",43
"4840","Both sexes","2011","Waterford","Philippines",123
"4841","Male","2011","Waterford","Philippines",48
"4842","Female","2011","Waterford","Philippines",75
"4843","Both sexes","2011","Waterford City","Philippines",98
"4844","Male","2011","Waterford City","Philippines",42
"4845","Female","2011","Waterford City","Philippines",56
"4846","Both sexes","2011","Waterford County","Philippines",25
"4847","Male","2011","Waterford County","Philippines",6
"4848","Female","2011","Waterford County","Philippines",19
"4849","Both sexes","2011","Connacht","Philippines",688
"4850","Male","2011","Connacht","Philippines",247
"4851","Female","2011","Connacht","Philippines",441
"4852","Both sexes","2011","Galway","Philippines",375
"4853","Male","2011","Galway","Philippines",133
"4854","Female","2011","Galway","Philippines",242
"4855","Both sexes","2011","Galway City","Philippines",140
"4856","Male","2011","Galway City","Philippines",53
"4857","Female","2011","Galway City","Philippines",87
"4858","Both sexes","2011","Galway County","Philippines",235
"4859","Male","2011","Galway County","Philippines",80
"4860","Female","2011","Galway County","Philippines",155
"4861","Both sexes","2011","Leitrim","Philippines",28
"4862","Male","2011","Leitrim","Philippines",13
"4863","Female","2011","Leitrim","Philippines",15
"4864","Both sexes","2011","Mayo","Philippines",89
"4865","Male","2011","Mayo","Philippines",30
"4866","Female","2011","Mayo","Philippines",59
"4867","Both sexes","2011","Roscommon","Philippines",28
"4868","Male","2011","Roscommon","Philippines",9
"4869","Female","2011","Roscommon","Philippines",19
"4870","Both sexes","2011","Sligo","Philippines",168
"4871","Male","2011","Sligo","Philippines",62
"4872","Female","2011","Sligo","Philippines",106
"4873","Both sexes","2011","Ulster (part of)","Philippines",483
"4874","Male","2011","Ulster (part of)","Philippines",214
"4875","Female","2011","Ulster (part of)","Philippines",269
"4876","Both sexes","2011","Cavan","Philippines",138
"4877","Male","2011","Cavan","Philippines",64
"4878","Female","2011","Cavan","Philippines",74
"4879","Both sexes","2011","Donegal","Philippines",241
"4880","Male","2011","Donegal","Philippines",103
"4881","Female","2011","Donegal","Philippines",138
"4882","Both sexes","2011","Monaghan","Philippines",104
"4883","Male","2011","Monaghan","Philippines",47
"4884","Female","2011","Monaghan","Philippines",57
"4885","Both sexes","2011","State","Pakistan",8329
"4886","Male","2011","State","Pakistan",5417
"4887","Female","2011","State","Pakistan",2912
"4888","Both sexes","2011","Leinster","Pakistan",5266
"4889","Male","2011","Leinster","Pakistan",3468
"4890","Female","2011","Leinster","Pakistan",1798
"4891","Both sexes","2011","Carlow","Pakistan",22
"4892","Male","2011","Carlow","Pakistan",18
"4893","Female","2011","Carlow","Pakistan",4
"4894","Both sexes","2011","Dublin","Pakistan",3783
"4895","Male","2011","Dublin","Pakistan",2594
"4896","Female","2011","Dublin","Pakistan",1189
"4897","Both sexes","2011","Dublin City","Pakistan",1553
"4898","Male","2011","Dublin City","Pakistan",1279
"4899","Female","2011","Dublin City","Pakistan",274
"4900","Both sexes","2011","Dún Laoghaire-Rathdown","Pakistan",248
"4901","Male","2011","Dún Laoghaire-Rathdown","Pakistan",135
"4902","Female","2011","Dún Laoghaire-Rathdown","Pakistan",113
"4903","Both sexes","2011","Fingal","Pakistan",913
"4904","Male","2011","Fingal","Pakistan",545
"4905","Female","2011","Fingal","Pakistan",368
"4906","Both sexes","2011","South Dublin","Pakistan",1069
"4907","Male","2011","South Dublin","Pakistan",635
"4908","Female","2011","South Dublin","Pakistan",434
"4909","Both sexes","2011","Kildare","Pakistan",115
"4910","Male","2011","Kildare","Pakistan",76
"4911","Female","2011","Kildare","Pakistan",39
"4912","Both sexes","2011","Kilkenny","Pakistan",81
"4913","Male","2011","Kilkenny","Pakistan",50
"4914","Female","2011","Kilkenny","Pakistan",31
"4915","Both sexes","2011","Laois","Pakistan",194
"4916","Male","2011","Laois","Pakistan",113
"4917","Female","2011","Laois","Pakistan",81
"4918","Both sexes","2011","Longford","Pakistan",144
"4919","Male","2011","Longford","Pakistan",84
"4920","Female","2011","Longford","Pakistan",60
"4921","Both sexes","2011","Louth","Pakistan",229
"4922","Male","2011","Louth","Pakistan",127
"4923","Female","2011","Louth","Pakistan",102
"4924","Both sexes","2011","Meath","Pakistan",238
"4925","Male","2011","Meath","Pakistan",137
"4926","Female","2011","Meath","Pakistan",101
"4927","Both sexes","2011","Offaly","Pakistan",128
"4928","Male","2011","Offaly","Pakistan",78
"4929","Female","2011","Offaly","Pakistan",50
"4930","Both sexes","2011","Westmeath","Pakistan",184
"4931","Male","2011","Westmeath","Pakistan",102
"4932","Female","2011","Westmeath","Pakistan",82
"4933","Both sexes","2011","Wexford","Pakistan",111
"4934","Male","2011","Wexford","Pakistan",67
"4935","Female","2011","Wexford","Pakistan",44
"4936","Both sexes","2011","Wicklow","Pakistan",37
"4937","Male","2011","Wicklow","Pakistan",22
"4938","Female","2011","Wicklow","Pakistan",15
"4939","Both sexes","2011","Munster","Pakistan",1649
"4940","Male","2011","Munster","Pakistan",1127
"4941","Female","2011","Munster","Pakistan",522
"4942","Both sexes","2011","Clare","Pakistan",100
"4943","Male","2011","Clare","Pakistan",66
"4944","Female","2011","Clare","Pakistan",34
"4945","Both sexes","2011","Cork","Pakistan",582
"4946","Male","2011","Cork","Pakistan",406
"4947","Female","2011","Cork","Pakistan",176
"4948","Both sexes","2011","Cork City","Pakistan",176
"4949","Male","2011","Cork City","Pakistan",138
"4950","Female","2011","Cork City","Pakistan",38
"4951","Both sexes","2011","Cork County","Pakistan",406
"4952","Male","2011","Cork County","Pakistan",268
"4953","Female","2011","Cork County","Pakistan",138
"4954","Both sexes","2011","Kerry","Pakistan",173
"4955","Male","2011","Kerry","Pakistan",102
"4956","Female","2011","Kerry","Pakistan",71
"4957","Both sexes","2011","Limerick","Pakistan",486
"4958","Male","2011","Limerick","Pakistan",364
"4959","Female","2011","Limerick","Pakistan",122
"4960","Both sexes","2011","Limerick City","Pakistan",167
"4961","Male","2011","Limerick City","Pakistan",150
"4962","Female","2011","Limerick City","Pakistan",17
"4963","Both sexes","2011","Limerick County","Pakistan",319
"4964","Male","2011","Limerick County","Pakistan",214
"4965","Female","2011","Limerick County","Pakistan",105
"4966","Both sexes","2011","North Tipperary","Pakistan",50
"4967","Male","2011","North Tipperary","Pakistan",30
"4968","Female","2011","North Tipperary","Pakistan",20
"4969","Both sexes","2011","South Tipperary","Pakistan",117
"4970","Male","2011","South Tipperary","Pakistan",74
"4971","Female","2011","South Tipperary","Pakistan",43
"4972","Both sexes","2011","Waterford","Pakistan",141
"4973","Male","2011","Waterford","Pakistan",85
"4974","Female","2011","Waterford","Pakistan",56
"4975","Both sexes","2011","Waterford City","Pakistan",113
"4976","Male","2011","Waterford City","Pakistan",67
"4977","Female","2011","Waterford City","Pakistan",46
"4978","Both sexes","2011","Waterford County","Pakistan",28
"4979","Male","2011","Waterford County","Pakistan",18
"4980","Female","2011","Waterford County","Pakistan",10
"4981","Both sexes","2011","Connacht","Pakistan",1116
"4982","Male","2011","Connacht","Pakistan",655
"4983","Female","2011","Connacht","Pakistan",461
"4984","Both sexes","2011","Galway","Pakistan",384
"4985","Male","2011","Galway","Pakistan",250
"4986","Female","2011","Galway","Pakistan",134
"4987","Both sexes","2011","Galway City","Pakistan",267
"4988","Male","2011","Galway City","Pakistan",176
"4989","Female","2011","Galway City","Pakistan",91
"4990","Both sexes","2011","Galway County","Pakistan",117
"4991","Male","2011","Galway County","Pakistan",74
"4992","Female","2011","Galway County","Pakistan",43
"4993","Both sexes","2011","Leitrim","Pakistan",22
"4994","Male","2011","Leitrim","Pakistan",12
"4995","Female","2011","Leitrim","Pakistan",10
"4996","Both sexes","2011","Mayo","Pakistan",351
"4997","Male","2011","Mayo","Pakistan",190
"4998","Female","2011","Mayo","Pakistan",161
"4999","Both sexes","2011","Roscommon","Pakistan",180
"5000","Male","2011","Roscommon","Pakistan",105
"5001","Female","2011","Roscommon","Pakistan",75
"5002","Both sexes","2011","Sligo","Pakistan",179
"5003","Male","2011","Sligo","Pakistan",98
"5004","Female","2011","Sligo","Pakistan",81
"5005","Both sexes","2011","Ulster (part of)","Pakistan",298
"5006","Male","2011","Ulster (part of)","Pakistan",167
"5007","Female","2011","Ulster (part of)","Pakistan",131
"5008","Both sexes","2011","Cavan","Pakistan",133
"5009","Male","2011","Cavan","Pakistan",74
"5010","Female","2011","Cavan","Pakistan",59
"5011","Both sexes","2011","Donegal","Pakistan",117
"5012","Male","2011","Donegal","Pakistan",65
"5013","Female","2011","Donegal","Pakistan",52
"5014","Both sexes","2011","Monaghan","Pakistan",48
"5015","Male","2011","Monaghan","Pakistan",28
"5016","Female","2011","Monaghan","Pakistan",20
"5017","Both sexes","2011","State","Poland",115193
"5018","Male","2011","State","Poland",59609
"5019","Female","2011","State","Poland",55584
"5020","Both sexes","2011","Leinster","Poland",64017
"5021","Male","2011","Leinster","Poland",33166
"5022","Female","2011","Leinster","Poland",30851
"5023","Both sexes","2011","Carlow","Poland",2109
"5024","Male","2011","Carlow","Poland",1148
"5025","Female","2011","Carlow","Poland",961
"5026","Both sexes","2011","Dublin","Poland",33834
"5027","Male","2011","Dublin","Poland",17103
"5028","Female","2011","Dublin","Poland",16731
"5029","Both sexes","2011","Dublin City","Poland",12724
"5030","Male","2011","Dublin City","Poland",6214
"5031","Female","2011","Dublin City","Poland",6510
"5032","Both sexes","2011","Dún Laoghaire-Rathdown","Poland",3360
"5033","Male","2011","Dún Laoghaire-Rathdown","Poland",1591
"5034","Female","2011","Dún Laoghaire-Rathdown","Poland",1769
"5035","Both sexes","2011","Fingal","Poland",9950
"5036","Male","2011","Fingal","Poland",5125
"5037","Female","2011","Fingal","Poland",4825
"5038","Both sexes","2011","South Dublin","Poland",7800
"5039","Male","2011","South Dublin","Poland",4173
"5040","Female","2011","South Dublin","Poland",3627
"5041","Both sexes","2011","Kildare","Poland",6749
"5042","Male","2011","Kildare","Poland",3646
"5043","Female","2011","Kildare","Poland",3103
"5044","Both sexes","2011","Kilkenny","Poland",2033
"5045","Male","2011","Kilkenny","Poland",1089
"5046","Female","2011","Kilkenny","Poland",944
"5047","Both sexes","2011","Laois","Poland",2120
"5048","Male","2011","Laois","Poland",1102
"5049","Female","2011","Laois","Poland",1018
"5050","Both sexes","2011","Longford","Poland",1535
"5051","Male","2011","Longford","Poland",841
"5052","Female","2011","Longford","Poland",694
"5053","Both sexes","2011","Louth","Poland",1736
"5054","Male","2011","Louth","Poland",916
"5055","Female","2011","Louth","Poland",820
"5056","Both sexes","2011","Meath","Poland",3652
"5057","Male","2011","Meath","Poland",1949
"5058","Female","2011","Meath","Poland",1703
"5059","Both sexes","2011","Offaly","Poland",1738
"5060","Male","2011","Offaly","Poland",920
"5061","Female","2011","Offaly","Poland",818
"5062","Both sexes","2011","Westmeath","Poland",2149
"5063","Male","2011","Westmeath","Poland",1156
"5064","Female","2011","Westmeath","Poland",993
"5065","Both sexes","2011","Wexford","Poland",3765
"5066","Male","2011","Wexford","Poland",1970
"5067","Female","2011","Wexford","Poland",1795
"5068","Both sexes","2011","Wicklow","Poland",2597
"5069","Male","2011","Wicklow","Poland",1326
"5070","Female","2011","Wicklow","Poland",1271
"5071","Both sexes","2011","Munster","Poland",33220
"5072","Male","2011","Munster","Poland",17145
"5073","Female","2011","Munster","Poland",16075
"5074","Both sexes","2011","Clare","Poland",2508
"5075","Male","2011","Clare","Poland",1255
"5076","Female","2011","Clare","Poland",1253
"5077","Both sexes","2011","Cork","Poland",15127
"5078","Male","2011","Cork","Poland",7835
"5079","Female","2011","Cork","Poland",7292
"5080","Both sexes","2011","Cork City","Poland",3531
"5081","Male","2011","Cork City","Poland",1743
"5082","Female","2011","Cork City","Poland",1788
"5083","Both sexes","2011","Cork County","Poland",11596
"5084","Male","2011","Cork County","Poland",6092
"5085","Female","2011","Cork County","Poland",5504
"5086","Both sexes","2011","Kerry","Poland",3870
"5087","Male","2011","Kerry","Poland",2012
"5088","Female","2011","Kerry","Poland",1858
"5089","Both sexes","2011","Limerick","Poland",5669
"5090","Male","2011","Limerick","Poland",2932
"5091","Female","2011","Limerick","Poland",2737
"5092","Both sexes","2011","Limerick City","Poland",2393
"5093","Male","2011","Limerick City","Poland",1217
"5094","Female","2011","Limerick City","Poland",1176
"5095","Both sexes","2011","Limerick County","Poland",3276
"5096","Male","2011","Limerick County","Poland",1715
"5097","Female","2011","Limerick County","Poland",1561
"5098","Both sexes","2011","North Tipperary","Poland",1642
"5099","Male","2011","North Tipperary","Poland",866
"5100","Female","2011","North Tipperary","Poland",776
"5101","Both sexes","2011","South Tipperary","Poland",2298
"5102","Male","2011","South Tipperary","Poland",1193
"5103","Female","2011","South Tipperary","Poland",1105
"5104","Both sexes","2011","Waterford","Poland",2106
"5105","Male","2011","Waterford","Poland",1052
"5106","Female","2011","Waterford","Poland",1054
"5107","Both sexes","2011","Waterford City","Poland",1225
"5108","Male","2011","Waterford City","Poland",608
"5109","Female","2011","Waterford City","Poland",617
"5110","Both sexes","2011","Waterford County","Poland",881
"5111","Male","2011","Waterford County","Poland",444
"5112","Female","2011","Waterford County","Poland",437
"5113","Both sexes","2011","Connacht","Poland",13239
"5114","Male","2011","Connacht","Poland",6821
"5115","Female","2011","Connacht","Poland",6418
"5116","Both sexes","2011","Galway","Poland",7088
"5117","Male","2011","Galway","Poland",3614
"5118","Female","2011","Galway","Poland",3474
"5119","Both sexes","2011","Galway City","Poland",3891
"5120","Male","2011","Galway City","Poland",1940
"5121","Female","2011","Galway City","Poland",1951
"5122","Both sexes","2011","Galway County","Poland",3197
"5123","Male","2011","Galway County","Poland",1674
"5124","Female","2011","Galway County","Poland",1523
"5125","Both sexes","2011","Leitrim","Poland",696
"5126","Male","2011","Leitrim","Poland",361
"5127","Female","2011","Leitrim","Poland",335
"5128","Both sexes","2011","Mayo","Poland",2721
"5129","Male","2011","Mayo","Poland",1419
"5130","Female","2011","Mayo","Poland",1302
"5131","Both sexes","2011","Roscommon","Poland",1260
"5132","Male","2011","Roscommon","Poland",659
"5133","Female","2011","Roscommon","Poland",601
"5134","Both sexes","2011","Sligo","Poland",1474
"5135","Male","2011","Sligo","Poland",768
"5136","Female","2011","Sligo","Poland",706
"5137","Both sexes","2011","Ulster (part of)","Poland",4717
"5138","Male","2011","Ulster (part of)","Poland",2477
"5139","Female","2011","Ulster (part of)","Poland",2240
"5140","Both sexes","2011","Cavan","Poland",1744
"5141","Male","2011","Cavan","Poland",944
"5142","Female","2011","Cavan","Poland",800
"5143","Both sexes","2011","Donegal","Poland",1984
"5144","Male","2011","Donegal","Poland",1013
"5145","Female","2011","Donegal","Poland",971
"5146","Both sexes","2011","Monaghan","Poland",989
"5147","Male","2011","Monaghan","Poland",520
"5148","Female","2011","Monaghan","Poland",469
"5149","Both sexes","2011","State","Portugal",2246
"5150","Male","2011","State","Portugal",1308
"5151","Female","2011","State","Portugal",938
"5152","Both sexes","2011","Leinster","Portugal",1481
"5153","Male","2011","Leinster","Portugal",857
"5154","Female","2011","Leinster","Portugal",624
"5155","Both sexes","2011","Carlow","Portugal",76
"5156","Male","2011","Carlow","Portugal",47
"5157","Female","2011","Carlow","Portugal",29
"5158","Both sexes","2011","Dublin","Portugal",786
"5159","Male","2011","Dublin","Portugal",443
"5160","Female","2011","Dublin","Portugal",343
"5161","Both sexes","2011","Dublin City","Portugal",400
"5162","Male","2011","Dublin City","Portugal",225
"5163","Female","2011","Dublin City","Portugal",175
"5164","Both sexes","2011","Dún Laoghaire-Rathdown","Portugal",173
"5165","Male","2011","Dún Laoghaire-Rathdown","Portugal",97
"5166","Female","2011","Dún Laoghaire-Rathdown","Portugal",76
"5167","Both sexes","2011","Fingal","Portugal",149
"5168","Male","2011","Fingal","Portugal",84
"5169","Female","2011","Fingal","Portugal",65
"5170","Both sexes","2011","South Dublin","Portugal",64
"5171","Male","2011","South Dublin","Portugal",37
"5172","Female","2011","South Dublin","Portugal",27
"5173","Both sexes","2011","Kildare","Portugal",115
"5174","Male","2011","Kildare","Portugal",81
"5175","Female","2011","Kildare","Portugal",34
"5176","Both sexes","2011","Kilkenny","Portugal",48
"5177","Male","2011","Kilkenny","Portugal",32
"5178","Female","2011","Kilkenny","Portugal",16
"5179","Both sexes","2011","Laois","Portugal",19
"5180","Male","2011","Laois","Portugal",11
"5181","Female","2011","Laois","Portugal",8
"5182","Both sexes","2011","Longford","Portugal",28
"5183","Male","2011","Longford","Portugal",16
"5184","Female","2011","Longford","Portugal",12
"5185","Both sexes","2011","Louth","Portugal",98
"5186","Male","2011","Louth","Portugal",53
"5187","Female","2011","Louth","Portugal",45
"5188","Both sexes","2011","Meath","Portugal",92
"5189","Male","2011","Meath","Portugal",52
"5190","Female","2011","Meath","Portugal",40
"5191","Both sexes","2011","Offaly","Portugal",54
"5192","Male","2011","Offaly","Portugal",32
"5193","Female","2011","Offaly","Portugal",22
"5194","Both sexes","2011","Westmeath","Portugal",37
"5195","Male","2011","Westmeath","Portugal",20
"5196","Female","2011","Westmeath","Portugal",17
"5197","Both sexes","2011","Wexford","Portugal",88
"5198","Male","2011","Wexford","Portugal",45
"5199","Female","2011","Wexford","Portugal",43
"5200","Both sexes","2011","Wicklow","Portugal",40
"5201","Male","2011","Wicklow","Portugal",25
"5202","Female","2011","Wicklow","Portugal",15
"5203","Both sexes","2011","Munster","Portugal",471
"5204","Male","2011","Munster","Portugal",272
"5205","Female","2011","Munster","Portugal",199
"5206","Both sexes","2011","Clare","Portugal",42
"5207","Male","2011","Clare","Portugal",26
"5208","Female","2011","Clare","Portugal",16
"5209","Both sexes","2011","Cork","Portugal",309
"5210","Male","2011","Cork","Portugal",174
"5211","Female","2011","Cork","Portugal",135
"5212","Both sexes","2011","Cork City","Portugal",135
"5213","Male","2011","Cork City","Portugal",82
"5214","Female","2011","Cork City","Portugal",53
"5215","Both sexes","2011","Cork County","Portugal",174
"5216","Male","2011","Cork County","Portugal",92
"5217","Female","2011","Cork County","Portugal",82
"5218","Both sexes","2011","Kerry","Portugal",20
"5219","Male","2011","Kerry","Portugal",12
"5220","Female","2011","Kerry","Portugal",8
"5221","Both sexes","2011","Limerick","Portugal",41
"5222","Male","2011","Limerick","Portugal",21
"5223","Female","2011","Limerick","Portugal",20
"5224","Both sexes","2011","Limerick City","Portugal",12
"5225","Male","2011","Limerick City","Portugal",5
"5226","Female","2011","Limerick City","Portugal",7
"5227","Both sexes","2011","Limerick County","Portugal",29
"5228","Male","2011","Limerick County","Portugal",16
"5229","Female","2011","Limerick County","Portugal",13
"5230","Both sexes","2011","North Tipperary","Portugal",15
"5231","Male","2011","North Tipperary","Portugal",9
"5232","Female","2011","North Tipperary","Portugal",6
"5233","Both sexes","2011","South Tipperary","Portugal",17
"5234","Male","2011","South Tipperary","Portugal",12
"5235","Female","2011","South Tipperary","Portugal",5
"5236","Both sexes","2011","Waterford","Portugal",27
"5237","Male","2011","Waterford","Portugal",18
"5238","Female","2011","Waterford","Portugal",9
"5239","Both sexes","2011","Waterford City","Portugal",9
"5240","Male","2011","Waterford City","Portugal",8
"5241","Female","2011","Waterford City","Portugal",1
"5242","Both sexes","2011","Waterford County","Portugal",18
"5243","Male","2011","Waterford County","Portugal",10
"5244","Female","2011","Waterford County","Portugal",8
"5245","Both sexes","2011","Connacht","Portugal",270
"5246","Male","2011","Connacht","Portugal",164
"5247","Female","2011","Connacht","Portugal",106
"5248","Both sexes","2011","Galway","Portugal",166
"5249","Male","2011","Galway","Portugal",97
"5250","Female","2011","Galway","Portugal",69
"5251","Both sexes","2011","Galway City","Portugal",79
"5252","Male","2011","Galway City","Portugal",47
"5253","Female","2011","Galway City","Portugal",32
"5254","Both sexes","2011","Galway County","Portugal",87
"5255","Male","2011","Galway County","Portugal",50
"5256","Female","2011","Galway County","Portugal",37
"5257","Both sexes","2011","Leitrim","Portugal",9
"5258","Male","2011","Leitrim","Portugal",7
"5259","Female","2011","Leitrim","Portugal",2
"5260","Both sexes","2011","Mayo","Portugal",39
"5261","Male","2011","Mayo","Portugal",28
"5262","Female","2011","Mayo","Portugal",11
"5263","Both sexes","2011","Roscommon","Portugal",28
"5264","Male","2011","Roscommon","Portugal",14
"5265","Female","2011","Roscommon","Portugal",14
"5266","Both sexes","2011","Sligo","Portugal",28
"5267","Male","2011","Sligo","Portugal",18
"5268","Female","2011","Sligo","Portugal",10
"5269","Both sexes","2011","Ulster (part of)","Portugal",24
"5270","Male","2011","Ulster (part of)","Portugal",15
"5271","Female","2011","Ulster (part of)","Portugal",9
"5272","Both sexes","2011","Cavan","Portugal",4
"5273","Male","2011","Cavan","Portugal",3
"5274","Female","2011","Cavan","Portugal",1
"5275","Both sexes","2011","Donegal","Portugal",14
"5276","Male","2011","Donegal","Portugal",9
"5277","Female","2011","Donegal","Portugal",5
"5278","Both sexes","2011","Monaghan","Portugal",6
"5279","Male","2011","Monaghan","Portugal",3
"5280","Female","2011","Monaghan","Portugal",3
"5281","Both sexes","2011","State","Romania",17995
"5282","Male","2011","State","Romania",9167
"5283","Female","2011","State","Romania",8828
"5284","Both sexes","2011","Leinster","Romania",15242
"5285","Male","2011","Leinster","Romania",7800
"5286","Female","2011","Leinster","Romania",7442
"5287","Both sexes","2011","Carlow","Romania",206
"5288","Male","2011","Carlow","Romania",116
"5289","Female","2011","Carlow","Romania",90
"5290","Both sexes","2011","Dublin","Romania",11732
"5291","Male","2011","Dublin","Romania",5989
"5292","Female","2011","Dublin","Romania",5743
"5293","Both sexes","2011","Dublin City","Romania",5693
"5294","Male","2011","Dublin City","Romania",2939
"5295","Female","2011","Dublin City","Romania",2754
"5296","Both sexes","2011","Dún Laoghaire-Rathdown","Romania",562
"5297","Male","2011","Dún Laoghaire-Rathdown","Romania",266
"5298","Female","2011","Dún Laoghaire-Rathdown","Romania",296
"5299","Both sexes","2011","Fingal","Romania",3251
"5300","Male","2011","Fingal","Romania",1624
"5301","Female","2011","Fingal","Romania",1627
